||     Momentum range      ||         Kaon window          | Kaon backgrnd   | Kaon loss   | Kaon weight   ||          Pion window         | Pion backgrnd  |  Pion loss    | Pion weight   ||        Proton window        | Proton backgrnd | Proton loss | Proton weight
0.600000	0.700000	0.230000	0.300000	0.280365	0.039673	0.749365	-0.000000	0.060000	0.094870	0.001407	0.906405	0.800000	1.320000	0.020688	0.001631	0.980912
0.700000	0.800000	0.220000	0.320000	0.258705	0.066688	0.794263	-0.005000	0.074000	0.138766	0.016468	0.875655	0.800000	1.220000	0.014660	0.002966	0.988271
0.800000	0.900000	0.220000	0.320000	0.281322	0.046868	0.754017	-0.010000	0.060000	0.116098	0.015348	0.897679	0.780000	1.180000	0.011152	0.000848	0.989687
0.900000	1.000000	0.230000	0.300000	0.234199	0.107265	0.857814	-0.020000	0.068000	0.079814	0.030162	0.948804	0.780000	1.150000	0.009017	0.001097	0.992071
1.000000	1.100000	0.220000	0.300000	0.287172	0.130394	0.819714	-0.030000	0.084000	0.066375	0.022584	0.955197	0.780000	1.150000	0.007221	0.000962	0.993735
1.100000	1.200000	0.220000	0.300000	0.269897	0.118320	0.828082	-0.035000	0.100000	0.068331	0.021764	0.952398	0.780000	1.150000	0.007148	0.001040	0.993885
1.200000	1.300000	0.220000	0.300000	0.238164	0.204071	0.957166	-0.020000	0.120000	0.060417	0.032625	0.971270	0.760000	1.150000	0.007552	0.000660	0.993103
1.300000	1.400000	0.220000	0.320000	0.260530	0.171764	0.892825	-0.030000	0.140000	0.063214	0.027781	0.963555	0.760000	1.150000	0.006710	0.001155	0.994438
1.400000	1.500000	0.210000	0.320000	0.281629	0.171572	0.867150	-0.030000	0.140000	0.071353	0.034790	0.962119	0.740000	1.200000	0.006827	0.000807	0.993975
1.500000	1.600000	0.200000	0.320000	0.306952	0.170509	0.835510	-0.030000	0.170000	0.070230	0.037972	0.966469	0.740000	1.220000	0.005306	0.001181	0.995870
1.600000	1.700000	0.190000	0.340000	0.302868	0.148563	0.818770	-0.050000	0.150000	0.056662	0.042618	0.985330	0.720000	1.240000	0.005945	0.001017	0.995067
1.700000	1.800000	0.190000	0.340000	0.330368	0.179526	0.816153	-0.050000	0.150000	0.064044	0.055983	0.991461	0.700000	1.300000	0.006147	0.000907	0.994755
1.800000	1.900000	0.170000	0.430000	0.289091	0.126017	0.813413	-0.090000	0.150000	0.035120	0.048858	1.014444	0.700000	1.300000	0.007065	0.001353	0.994280
1.900000	2.000000	0.190000	0.400000	0.285860	0.171351	0.861813	-0.090000	0.150000	0.044558	0.061986	1.018579	0.680000	1.350000	0.007751	0.001395	0.993636
2.000000	2.100000	0.180000	0.400000	0.245117	0.201242	0.945072	-0.090000	0.150000	0.060691	0.047904	0.986570	0.670000	1.390000	0.008422	0.001487	0.993054
2.100000	2.200000	0.190000	0.430000	0.298726	0.185831	0.861337	-0.090000	0.150000	0.063351	0.083618	1.022116	0.630000	1.470000	0.007948	0.001295	0.993338
2.200000	2.300000	0.190000	0.450000	0.237214	0.262154	1.033802	-0.100000	0.150000	0.092057	0.052258	0.958006	0.620000	1.550000	0.007580	0.001352	0.993763
2.300000	2.400000	0.190000	0.450000	0.289953	0.180873	0.866834	-0.100000	0.150000	0.085946	0.082190	0.995907	0.600000	1.570000	0.008883	0.001504	0.992610
2.400000	2.500000	0.175000	0.430000	0.289425	0.217088	0.907605	-0.085000	0.150000	0.125292	0.064421	0.934937	0.600000	1.550000	0.009524	0.002087	0.992548
2.500000	2.600000	0.180000	0.420000	0.341675	0.232958	0.858264	-0.080000	0.150000	0.150702	0.081452	0.924609	0.580000	1.550000	0.011455	0.002206	0.990730
