||     Momentum range      ||         Kaon window          | Kaon backgrnd   | Kaon loss   | Kaon weight   ||          Pion window         | Pion backgrnd  |  Pion loss    | Pion weight
0.700000	0.800000	0.230000	0.280000	0.498095	0.041154	0.523447	-0.010000	0.075000	0.030175	0.010046	0.979666
0.800000	0.900000	0.250000	0.280000	0.440444	0.221898	0.719130	-0.017000	0.090000	0.023958	0.013014	0.988912
0.900000	1.000000	0.250000	0.280000	0.450818	0.310417	0.796397	-0.029000	0.120000	0.022706	0.008471	0.985644
1.000000	1.100000	0.220000	0.300000	0.365938	0.239869	0.834148	-0.050000	0.170000	0.008881	0.006708	0.997812
1.100000	1.200000	0.220000	0.300000	0.380313	0.283730	0.865158	-0.050000	0.170000	0.009771	0.007441	0.997653
1.200000	1.300000	0.200000	0.320000	0.356428	0.133477	0.742706	-0.070000	0.180000	0.007185	0.005736	0.998542
1.300000	1.400000	0.210000	0.320000	0.354016	0.163230	0.771997	-0.050000	0.180000	0.006856	0.010996	1.004186
1.400000	1.500000	0.200000	0.340000	0.441385	0.200345	0.698569	-0.090000	0.180000	0.007367	0.008195	1.000835
1.500000	1.600000	0.200000	0.350000	0.456361	0.274885	0.749727	-0.090000	0.180000	0.007704	0.009594	1.001908
1.600000	1.700000	0.200000	0.350000	0.508212	0.282111	0.685047	-0.090000	0.180000	0.006921	0.015239	1.008446
